STATE,SITE_NAME,ESA_CODE,MDF_CODE,ISAM_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_8MBPS,TOTAL_AVAIL_PRTS
VIC,KERGUNYAH,KGYH,KGYH01,0,118,0,118
NSW,KHANCOBAN,KHAN,KHAN01,159,0,0,159
VIC,KIALLA EAST,KIAE,KIAE01,178,0,0,178
VIC,KIALLA,KIAL,KIAL01,1019,0,382,1401
NSW,KIAMA,KIAM,KIAM01,35,0,50,85
SA,KIMBA,KIBA,KIBA01,187,0,0,187
VIC,KILLARNEY,KILA,KILA01,0,70,0,70
QLD,KILKIVAN,KILK,KILK01,90,0,0,90
NSW,KILLARA,KILL,KILL01,303,0,0,303
VIC,KILMORE,KILM,KILM01,1503,0,133,1636
WA,KING RIVER,KINE,KINE01,153,0,0,153
NSW,KINGSGROVE,KING,KING01,624,0,0,624
QLD,KIRWAN,KIRN,KIRN01,6234,0,4,6238
TAS,KINGSTON,KITN,KITN01,2082,0,50,2132
VIC,KALKALLO,KKLO,KKLO01,77,0,0,77
NSW,KURRI KURRI,KKRI,KKRI01,113,0,0,113
NSW,KILLABAKH CREEK,KLCK,KLCK01,0,81,0,81
QLD,KILCOY,KLCY,KLCY01,1,0,0,1
QLD,KALLANGUR,KLGR,KLGR01,1714,0,10,1724
VIC,KILMANY,KLMY,KLMY01,0,76,0,76
QLD,KILLARNEY,KLNY,KLNY01,0,203,0,203
VIC,KEILOR,KLOR,KLOR01,431,0,0,431
NSW,KEMPSEY,KMSY,KMSY01,725,0,0,725
NSW,KINCUMBER,KNBR,KNBR01,1143,0,319,1462
NSW,KENDALL,KNDL,KNDL01,182,0,0,182
SA,KINGSCOTE,KNGE,KNGE01,399,0,0,399
QLD,KIN KIN,KNKN,KNKN01,172,0,0,172
NSW,KENTUCKY,KNKY,KNKY01,0,0,0,0
VIC,KNOWSLEY,KNOW,KNOW01,0,139,0,139
WA,KUNUNURRA,KNRF,KNRF01,1,0,0,1
NSW,KENT STREET EXCHANGE,KNST,KNST01,347,0,0,347
NSW,KENTHURST NORTH,KNTH,KNTH01,109,0,0,109
VIC,KOONWARRA,KNWA,KNWA01,0,0,0,0
VIC,KOBYBOYN,KOBY,KOBY01,0,0,0,0
NSW,KOGARAH,KOGA,KOGA01,407,0,0,407
WA,KOJONUP,KOJO,KOJO01,197,0,0,197
QLD,KOLAN SOUTH,KOLA,KOLA01,228,0,0,228
WA,KONDININ,KOND,KOND01,0,17,34,51
NSW,KOOTINGAL,KOOT,KOOT01,274,0,0,274
QLD,KOORALBYN,KORN,KORN01,135,0,0,135
NSW,KORORA,KORO,KORO01,498,0,0,498
VIC,KOROIT,KORT,KORT01,18,0,0,18
QLD,KOUMALA,KOUM,KOUM01,157,0,0,157
TAS,KOONYA,KOYA,KOYA01,164,0,0,164
NSW,KARUAH,KRAH,KRAH01,22,0,212,234
NSW,KRAMBACH,KRAM,KRAM01,0,0,0,0
VIC,KORUMBURRA,KRBA,KRBA01,112,0,355,467
NSW,KOORINGAL,KRGL,KRGL01,421,0,115,536
NSW,KARIONG,KRIG,KRIG01,49,0,0,49
NSW,KURRAJONG HEIGHTS,KRJH,KRJH01,0,0,163,163
QLD,KARALEE,KRLE,KRLE01,70,0,515,585
VIC,KOORLONG,KRLG,KRLG01,139,0,0,139
QLD,KURRIMINE BEACH,KRME,KRME01,0,0,0,0
VIC,KANGAROO GROUND,KROD,KROD01,263,0,0,263
QLD,KINGAROY,KROY,KROY01,289,0,0,289
SA,KARATTA,KRTA,KRTA01,0,0,59,59
SA,KERSBROOK,KSBK,KSBK01,119,0,0,119
WA,KINGSLEY,KSLY,KSLY01,459,0,6,465
NSW,KINGSVALE,KSVE,KSVE01,0,0,11,11
NSW,KATOOMBA,KTBA,KTBA01,2598,0,0,2598
NSW,KOORAWATHA,KTHA,KTHA01,156,0,0,156
NT,KATHERINE,KTHN,KTHN01,1521,0,0,1521
QLD,KINGSTHORPE,KTPE,KTPE01,407,0,0,407
VIC,KATUNGA,KUGA,KUGA01,120,0,0,120
NSW,KUNGALA,KULA,KULA01,145,0,0,145
WA,KULIN,KULI,KULI01,0,0,31,31
NSW,KULNURA,KULN,KULN01,0,28,0,28
QLD,KUMBIA,KUMB,KUMB01,167,0,0,167
NSW,KUNAMA,BATL,KUNA01,0,0,0,0
NSW,KUNDABUNG,KUND,KUND01,0,42,0,42
NSW,KUNGHUR,KUNG,KUNG01,0,32,0,32
QLD,KURANDA,KURA,KURA01,360,0,0,360
NSW,KURRAJONG,KURG,KURG01,4,0,397,401
NSW,KURNELL,KURN,KURN01,178,0,255,433
QLD,KUTTABUL,KUTT,KUTT01,144,0,0,144
QLD,KENTVILLE,KVLE,KVLE01,172,0,0,172
NSW,KELLYVILLE EAST,KELL,KVST01,3322,0,298,3620
VIC,KONGWAK,KWAK,KWAK01,155,0,0,155
NT,CASUARINA KWINANA COURT,CSUF,KWNT01,743,0,0,743
VIC,KILLAWARRA,KWRA,KWRA01,124,0,0,124
VIC,KOO WEE RUP,KWRP,KWRP01,63,0,0,63
VIC,KYABRAM,KYAB,KYAB01,687,0,249,936
VIC,KYNETON,KYNE,KYNE01,894,0,318,1212
VIC,KOOYONG,KYNG,KYNG01,3,1,0,4
NSW,KYOGLE,KYOG,KYOG01,67,0,0,67
TAS,LAUDERDALE,LADE,LADE01,376,0,384,760
NSW,LADYSMITH,LADY,LADY01,0,127,0,127
NSW,LAGUNA,LAGA,LAGA01,0,0,0,0
QLD,LAGOON POCKET,LAGO,LAGO01,323,0,0,323
QLD,LAIDLEY,LAID,LAID01,532,0,0,532
NSW,LAKEMBA,LAKE,LAKE01,528,0,127,655
QLD,LAMMERMOOR,LAMM,LAMM01,559,0,0,559
VIC,LAHARUM NORTH,LAMN,LAMN01,0,0,5,5
WA,LANCELIN,LANC,LANC01,263,0,0,263
QLD,LANDSBOROUGH,LAND,LAND01,16,0,0,16
NSW,LANE COVE,LANE,LANE01,342,0,0,342
VIC,LANCEFIELD,LANF,LANF01,147,0,0,147
VIC,LANCE CREEK,LANK,LANK01,0,0,0,0
NSW,LANSDOWNE,LANS,LANS01,134,0,0,134
VIC,LANGLEY,LANY,LANY01,0,0,18,18
VIC,LARA,LARA,LARA01,466,0,322,788
NT,LARAPINTA,LARP,LARP01,601,0,0,601
QLD,LAURA,CRSP,LAUR01,0,0,0,0
NSW,LAVINGTON,LAVN,LAVN01,2847,0,433,3280
VIC,LANGWARRIN,KALG,LAWN02,1488,0,0,1488
VIC,LAKE BOGA,LBGA,LBGA01,91,0,0,91
VIC,LETHBRIDGE,LBGE,LBGE01,33,0,0,33
QLD,LOWER BEECHMONT,LBMT,LBMT01,53,0,0,53
VIC,LAKE BOLAC,LBOC,LBOC01,0,0,0,0
NSW,LAKE CATHIE,LCAT,LCAT01,14,0,71,85
NSW,LAKE CARGELLIGO,LCGO,LCGO01,0,0,0,0
QLD,LUTWYCHE,LCHE,LCHE01,196,0,0,196
NSW,LOCKHART,LCKT,LCKT01,262,0,0,262
QLD,LAKE CLARENDON,LCLA,LCLA01,225,0,0,225
WA,LANDSDALE,LDLE,LDLE01,1490,0,0,1490
WA,LEEMAN,LEAN,LEAN01,343,0,0,343
TAS,LEGANA,LEGA,LEGA01,980,0,15,995
WA,LEINSTER,LEIN,LEIN01,211,0,0,211
VIC,LEITCHVILLE,LEIT,LEIT01,267,0,0,267
VIC,LEMNOS,LEMN,LEMN01,159,0,0,159
VIC,LAKES ENTRANCE,LENT,LENT01,487,0,291,778
NSW,LENNOX HEAD,LENX,LENX01,0,0,0,0
VIC,LEONGATHA,LEOG,LEOG01,910,0,123,1033
WA,LEONORA,LEON,LEON01,18,0,0,18
VIC,LEOPOLD,LEOP,LEOP01,1664,0,722,2386
NSW,LEPPINGTON,LEPP,LEPP01,150,252,200,602
NSW,LEURA,LERA,LERA01,1201,0,0,1201
WA,LESMURDIE,LESM,LESM01,64,0,1,65
VIC,LEXTON,LEXN,LEXN01,0,0,0,0
SA,LANGHORNE CREEK,LGCK,LGCK01,0,82,0,82
TAS,LONGFORD,LGFD,LGFD01,267,0,0,267
VIC,LANG LANG,LGLG,LGLG01,318,0,0,318
WA,LAKE GRACE,LGRA,LGRA01,0,0,0,0
NSW,LIDCOMBE,LIDC,LIDC01,238,0,0,238
TAS,LILYDALE,LIDE,LIDE01,269,0,0,269
VIC,LILYDALE,LILY,LILY01,258,0,0,258
NSW,LIMEKILNS,LIMK,LIMK01,0,0,0,0
NSW,LINDFIELD,LIND,LIND01,307,0,0,307
TAS,LINDISFARNE,LINE,LINE01,2177,0,0,2177
VIC,LINTON,LINT,LINT01,324,0,0,324
VIC,LINDENOW,LINW,LINW01,271,0,0,271
NSW,LISMORE,LISM,LISM01,704,0,402,1106
SA,LIPSON,LISN,LISN01,0,0,32,32
NSW,LIGHTNING RIDGE,LITE,LITE01,36,0,160,196
NSW,LITHGOW,LITH,LITH01,1,0,552,553
VIC,LITTLE RIVER,LITL,LITL01,45,0,0,45
NSW,LIVERPOOL,LIVE,LIVE01,258,0,189,447
NSW,LONG JETTY,LJTY,LJTY01,4237,0,0,4237
NSW,LAKESLAND,LKLD,LKLD01,160,0,0,160
NSW,LAKE MUNMORAH,LKMA,LKMA01,1330,0,72,1402
VIC,LOCKINGTON,LKTN,LKTN01,289,0,0,289
VIC,LLANELLY,LLAN,LLAN01,135,0,0,135
NSW,LLANDILO,LLDO,LLDO01,88,0,0,88
NSW,LOOMBERAH,LMBH,LMBH01,0,0,0,0
SA,LAMEROO,LMRO,LMRO01,205,0,0,205
VIC,LEARMONTH,LMTH,LMTH01,0,0,0,0
NSW,LINDEN,LNDN,LNDN01,34,0,0,34
VIC,LEONARDS HILL,LNDS,LNDS01,0,14,0,14
VIC,LAUNCHING PLACE,LNGE,LNGE01,86,0,0,86
QLD,LOGANHOLME,LNHE,LNHE01,5,0,0,5
NSW,LILLIAN ROCK,LNRK,LNRK01,0,0,0,0
ACT,LANYON,LNYN,LNYN01,262,0,0,262
SA,LOBETHAL,LOBL,LOBL01,21,0,0,21
VIC,LOCKWOOD,LOCD,LOCD01,174,0,0,174
VIC,LOCH,LOCH,LOCH01,0,95,0,95
SA,LOCK,LOCK,LOCK01,133,0,0,133
TAS,LONGLEY,LOEY,LOEY01,238,0,0,238
QLD,LOGAN VILLAGE,LOGA,LOGA01,472,0,401,873
VIC,LONSDALE,LONS,LONS01,872,0,0,872
VIC,LONGWOOD,LOOD,LOOD01,170,0,0,170
VIC,LONGFORD,LORD,LORD01,294,0,0,294
VIC,LORNE,LORN,LORN01,178,0,235,413
VIC,LONGWARRY,LORY,LORY01,330,0,0,330
NSW,LOWESDALE,LOWE,LOWE01,0,0,0,0
QLD,LOWOOD,LOWO,LOWO01,534,54,0,588
NSW,LOWER PORTLAND,LPTD,LPTD01,25,0,0,25
NSW,LAWRENCE,LRCE,LRCE01,147,0,0,147
QLD,LONGREACH,LRCH,LRCH01,0,0,259,259
NSW,LARGS,LRGS,LRGS01,815,0,175,990
NSW,LORNE,LRNE,LRNE01,29,0,0,29
NSW,LAURIETON,LRTN,LRTN01,797,0,0,797
QLD,LOWER TULLY,LRTU,LRTU01,326,0,0,326
SA,LONSDALE,LSDE,LSDE01,3223,0,207,3430
VIC,LOCH SPORT,LSPT,LSPT01,97,0,0,97
VIC,LISMORE,LSRE,LSRE01,0,0,0,0
SA,LENSWOOD,LSWD,LSWD01,39,0,0,39
TAS,LATROBE,LTBE,LTBE01,460,0,0,460
WA,LITTLE GROVE,LTLG,LTLG01,315,0,0,315
NSW,LEETON,LTON,LTON01,777,0,271,1048
VIC,LAVERTON,LTVN,LTVN01,397,0,0,397
QLD,LUCINDA,LUCI,LUCI01,0,111,0,111
NSW,LUDDENHAM,LUDM,LUDM01,136,0,0,136
SA,LUCINDALE,LULE,LULE01,0,106,0,106
SA,LAURA,LURA,LURA01,270,0,0,270
NSW,LOCHINVAR,LVAR,LVAR01,251,0,0,251
VIC,LAVERTON SOUTH,LVSX,LVSX01,1,0,0,1
WA,LAVERTON,LVTN,LVTN01,89,0,0,89
WA,LOWER CHITTERING,LWCH,LWCH01,70,0,0,70
NSW,LAWSON,LWSN,LWSN01,691,0,382,1073
SA,LOXTON NORTH,LXNN,LXNN01,120,0,0,120
SA,LOXTON,LXTN,LXTN01,708,0,0,708
SA,LYNDOCH,LYDH,LYDH01,100,0,157,257
VIC,LYSTERFIELD,LYFD,LYFD01,455,0,0,455
NSW,LYNDHURST,LYND,LYND01,145,0,0,145
VIC,LYNDHURST,LYNH,LYNH01,1896,0,356,2252
TAS,LYMWOOD,LYOD,LYOD01,168,0,0,168
NSW,MALUA BAY,MABY,MABY01,61,0,490,551
QLD,MENA CREEK,MACK,MACK01,80,0,0,80
NSW,MACKSVILLE,MACS,MACS01,388,0,0,388
WA,MADDINGTON,MADD,MADD01,470,0,276,746
WA,MANDURAH NORTH,MADN,MADN01,1514,0,0,1514
WA,MANDURAH SOUTH,MADS,MADS01,1196,0,154,1350
VIC,MAFFRA,MAFF,MAFF01,432,0,316,748
TAS,MARGATE,MAGE,MAGE01,371,0,0,371
QLD,MAGNETIC ISLAND,MAGN,MAGN01,56,0,0,56
NSW,MAIN ARM,MAIA,MAIA01,22,0,0,22
VIC,MAIDEN GULLY,MAID,MAID01,316,0,0,316
VIC,MAIN RIDGE,MAIR,MAIR01,94,0,0,94
NSW,MAITLAND,MAIT,MAIT01,2800,0,121,2921
VIC,MAJORCA,MAJO,MAJO01,330,0,0,330
QLD,MALANDA,MALA,MALA01,370,0,0,370
VIC,MALDON,MALD,MALD01,123,0,0,123
SA,MALLALA,MALL,MALL01,209,0,0,209
VIC,MALMSBURY,MALM,MALM01,323,0,0,323
VIC,MALVERN,MALV,MALV01,0,0,144,144
QLD,MALENY,MALY,MALY01,30,0,0,30
NSW,MAITLAND METFORD HUT,MAIT,MAMK01,662,0,306,968
NSW,MANILLA,MANI,MANI01,458,0,0,458
NSW,MANLY,MANL,MANL01,2,0,357,359
NSW,MANAR,MANR,MANR01,0,0,39,39
VIC,MANANGATANG,MANT,MANT01,0,30,0,30
VIC,MELBOURNE AIRPORT,TMNE,MAPM01,0,0,51,51
NSW,MARRAR,MARA,MARA01,0,0,0,0
VIC,MARONG,MARG,MARG01,125,0,0,125
NSW,MARCH,MARH,MARH01,316,0,0,316
VIC,MARLO,MARL,MARL01,0,0,0,0
NSW,MAROUBRA,MARO,MARO01,554,0,0,554
QLD,MAROOCHY RIVER,MARR,MARR01,224,0,0,224
VIC,MARYSVILLE,MARS,MARS01,156,0,0,156
QLD,MARYVALE,MARV,MARV01,65,0,0,65
VIC,MARYBOROUGH,MARY,MARY01,139,0,46,185
NSW,MASCOT,MASC,MASC01,765,0,0,765
NSW,MATHOURA,MATH,MATH01,69,0,0,69
NSW,MATRAVILLE,MATR,MATR01,409,0,264,673
VIC,MAUDE,MAUD,MAUD01,120,0,0,120
VIC,MACARTHUR,MAUR,MAUR01,0,0,0,0
NSW,MAYFIELD,MAYF,MAYF01,1643,0,2257,3900
WA,MAYLANDS,MAYM,MAYM01,0,0,0,0
NSW,MURWILLUMBAH,MBAH,MBAH01,336,0,54,390
WA,MOUNT BARKER,MBAR,MBAR01,369,0,0,369
VIC,MURRABIT,MBIT,MBIT01,0,0,0,0
WA,MOUNT BEAUMONT,MBMT,MBMT01,0,0,23,23
QLD,MARYBOROUGH,MBOR,MBOR01,496,0,0,496
QLD,MUNDUBBERA,MBRA,MBRA01,99,0,0,99
NSW,MULBRING,MBRG,MBRG01,0,1,0,1
NSW,MURRUMBATEMAN,MBTN,MBTN01,102,0,0,102
VIC,MCEVOYS,MCEV,MCEV01,172,0,0,172
SA,MACCLESFIELD,MCFD,MCFD01,386,0,0,386
SA,MCLAREN FLAT,MCFT,MCFT01,181,0,0,181
NSW,MICHELAGO,MCGO,MCGO01,0,65,0,65
NSW,MCCULLYS GAP,MCGP,MCGP01,0,0,0,0
QLD,MITCHELTON,MCHN,MCHN01,645,0,0,645
VIC,MC IVOR ROAD,BEND,MCIV01,461,148,374,983
QLD,MACLEAY ISLAND,MCLI,MCLI01,4,0,0,4
NSW,MACLEAN,MCLN,MCLN01,28,1,327,356
VIC,MALLACOOTA,MCTA,MCTA01,0,0,0,0
QLD,MERINGANDAN,MDAN,MDAN01,40,0,0,40
SA,MODBURY,MDBY,MDBY01,1170,0,0,1170
NSW,MULLAMUDDY,MDDY,MDDY01,137,0,0,137
QLD,MINDEN,MDEN,MDEN01,157,0,0,157
QLD,MULGILDIE,MDIE,MDIE01,0,0,0,0
WA,MERREDIN,MDIN,MDIN01,164,0,0,164
WA,MUNDIJONG,MDJG,MDJG01,35,0,0,35
WA,MIDLAND,MDLD,MDLD01,1078,0,496,1574
WA,MAIDA VALE,MDLE,MDLE01,1515,0,254,1769
WA,MEDINA,MDNA,MDNA01,1374,0,676,2050
WA,MUNDARING,MDNG,MDNG01,19,0,593,612
WA,MANDURAH,MDRA,MDRA01,3492,0,433,3925
VIC,MAIDSTONE,MDST,MDST01,30,0,1362,1392
NSW,MEDLOW BATH,MDWB,MDWB01,0,130,0,130
NSW,MEDOWIE,MDWI,MDWI01,148,0,0,148
SA,MEADOWS,MDWS,MDWS01,177,0,0,177
QLD,MEANDARRA,MEAN,MEAN01,342,0,0,342
QLD,MAREEBA,MEBA,MEBA01,214,0,0,214
TAS,MOLE CREEK,MECK,MECK01,141,0,0,141
WA,MEEKATHARRA,MEEK,MEEK01,33,0,0,33
NSW,MEGALONG,BLKH,MEGA01,49,0,0,49
NSW,MEGAN,MEGN,MEGN01,0,0,13,13
NSW,MENAI,MENA,MENA01,562,0,0,562
NSW,MENDOORAN,MEND,MEND01,0,37,0,37
NSW,MENINDEE,MENE,MENE01,79,0,0,79
VIC,MERBEIN,MERB,MERB01,89,0,0,89
NSW,MEREWETHER,MERE,MERE01,3718,0,0,3718
VIC,MEREDITH,MERH,MERH01,0,10,0,10
NSW,MERIMBULA,MERI,MERI01,301,0,0,301
NSW,MEROO MEADOW,MERM,MERM01,0,0,67,67
VIC,MERBEIN SOUTH,METH,METH01,230,0,0,230
WA,MULLEWA,MEWA,MEWA01,107,0,0,107
VIC,MANSFIELD,MFLD,MFLD01,67,0,346,413
QLD,MUNGAR,MGAR,MGAR01,235,0,0,235
QLD,MOUNT GRAVATT,MGAT,MGAT01,437,0,726,1163
QLD,MUDGEERABA,MGBA,MGBA01,1231,0,0,1231
SA,MINGBOOL,MGBL,MGBL01,0,0,11,11
NSW,MUNGINDI,MGDI,MGDI01,221,0,0,221
SA,MENINGIE,MGIE,MGIE01,305,0,0,305
NSW,MENANGLE,MGLE,MGLE01,46,0,0,46
QLD,MOUNT GARNET,MGNT,MGNT01,159,0,0,159
WA,MINGENEW,MGNU,MGNU01,111,0,0,111
NSW,MULGOA,MGOA,MGOA01,451,0,0,451
NSW,MANNERING PARK,MGPK,MGPK01,531,0,256,787
QLD,MIDGE POINT,MGPT,MGPT01,161,0,0,161
VIC,MERRIGUM,MGUM,MGUM01,264,0,0,264
WA,MOUNT HAWTHORN,MHAW,MHAW01,4,0,2103,2107
NSW,MOUNT HUNTER,MHTR,MHTR01,27,0,0,27
QLD,MIALLO,MIAL,MIAL01,175,0,0,175
QLD,MARIAN,MIAN,MIAN01,390,0,0,390
QLD,MISSION BEACH,MIBH,MIBH01,216,0,39,255
SA,MILLICENT,MICT,MICT01,68,88,0,156
QLD,MIDDLE RIDGE,MIDD,MIDD01,4428,0,0,4428
NT,MILINGIMBI,MGRP,MIGX01,113,0,0,113
VIC,MILDURA,MILD,MILD01,347,0,0,347
NSW,MILLER,MILL,MILL01,406,0,2676,3082
NSW,MILLTHORPE,MILP,MILP01,0,209,0,209
NT,PETERMANN MIMILI,PETN,MIML01,0,0,0,0
QLD,MIDDLEMOUNT,MIMN,MIMN01,514,0,0,514
NSW,MINNAMURRA,MINA,MINA01,381,758,0,1139
SA,MINLATON,MINL,MINL01,175,0,0,175
NSW,MINTO,MINT,MINT01,569,0,0,569
VIC,MINYIP,MINY,MINY01,0,0,0,0
TAS,MIDDLETON,MION,MION01,146,0,0,146
NSW,MIRANDA,MIRA,MIRA01,147,0,637,784
QLD,MIRIAM VALE,MIRI,MIRI01,237,0,0,237
VIC,MIRBOO NORTH,MIRN,MIRN01,169,204,129,502
QLD,MISSION BEACH SOUTH,MISS,MISS01,366,0,0,366
QLD,MITCHELL,MITC,MITC01,0,0,0,0
NSW,MITTAGONG,MITG,MITG01,1418,0,0,1418
NSW,MITCHELLS ISLAND,MITI,MITI01,137,0,0,137
VIC,MITCHAM,MITM,MITM01,95,0,2093,2188
WA,MANJIMUP,MJMP,MJMP01,584,0,305,889
WA,MANJIMUP WEST,MJMW,MJMW01,0,0,0,0
QLD,MACKAY,MKAY,MKAY01,2214,0,0,2214
QLD,MILLAA MILLAA,MLAA,MLAA01,0,0,0,0
ACT,MELBA,MLBA,MLBA01,32,0,2,34
VIC,MORDIALLOC SOUTH,MLOC,MLCS02,5,0,143,148
QLD,MILES,MLES,MLES01,25,0,0,25
WA,MORLEY,MLEY,MLEY01,0,0,2691,2691
NSW,MALLANGANEE,MLGE,MLGE01,0,0,0,0
NSW,MOULAMEIN,MLMN,MLMN01,0,58,0,58
VIC,MORELAND,MLND,MLND01,297,0,0,297
SA,MILANG,MLNG,MLNG01,278,0,0,278
VIC,MORDIALLOC,MLOC,MLOC01,2,0,1284,1286
VIC,MELTON,MLON,MLON01,1192,0,0,1192
WA,MULLALOO,MLOO,MLOO01,685,0,2212,2897
QLD,MAUDSLAND,MLSD,MLSD01,463,0,0,463
SA,MELROSE,MLSE,MLSE01,138,0,0,138
WA,MYALUP,MLUP,MLUP01,274,0,0,274
ACT,WODEN REMOTE MDF,DKIN,MLUV01,241,0,0,241
NSW,MILVALE,MLVL,MLVL01,0,0,0,0
VIC,MILAWA,MLWA,MLWA01,294,0,0,294
WA,MALAGA,BLJA,MLZX01,0,0,188,188
WA,MOUNT MAGNET,MMAG,MMAG01,264,0,0,264
VIC,MCMAHONS CREEK,MMHK,MMHK01,118,0,0,118
QLD,MILLMERRAN,MMRN,MMRN01,0,0,0,0
NSW,MOONEBA,MNBA,MNBA01,127,0,0,127
QLD,MORANBAH,MNBH,MNBH01,1803,0,0,1803
QLD,MOUNT NEBO,MNBO,MNBO01,16,0,0,16
WA,MINDARIE,MNDE,MNDE01,511,0,530,1041
NSW,MANILDRA,MNDR,MNDR01,258,0,0,258
NSW,MOONAN FLAT,MNFT,MNFT01,0,0,0,0
NT,MANINGRIDA,MNGA,MNGA01,298,0,0,298
NT,ARNHEM WEST MINJILANG,ARNW,MNJG01,118,0,0,118
ACT,MANUKA,MNKA,MNKA01,24,0,222,246
WA,MANNING,MNNG,MNNG01,1354,0,0,1354
SA,MANNUM,MNNM,MNNM01,193,0,0,193
NSW,MCMAHONS REEF,MNRF,MNRF01,0,0,15,15
SA,MONARTO,MNRT,MNRT01,0,10,0,10
ACT,MONASH,MNSH,MNSH01,204,0,0,204
SA,MOONTA,MNTA,MNTA01,444,403,0,847
QLD,MONTO,MNTO,MNTO01,0,0,0,0
SA,MCLAREN VALE,MNVE,MNVE01,570,0,610,1180
VIC,MEENIYAN,MNYN,MNYN01,280,0,0,280
VIC,MOAMA,ECHU,MOAM01,941,0,0,941
TAS,MOWBRAY,MOAY,MOAY01,1480,0,454,1934
NSW,MOOBALL,MOBL,MOBL01,204,0,0,204
NSW,MODANVILLE,MODE,MODE01,246,0,0,246
VIC,MOE,MOEE,MOEE01,2287,0,337,2624
QLD,MOGGILL,MOGG,MOGG01,1544,0,14,1558
WA,MOONYOONOOKA,MOKA,MOKA01,358,0,0,358
NSW,MOLONG,MOLG,MOLG01,451,0,0,451
QLD,MOLLOY,MOLL,MOLL01,0,0,0,0
VIC,MOOLAP,MOLP,MOLP01,429,0,0,429
TAS,MOLTEMA,MOMA,MOMA01,155,0,0,155
NSW,MONA VALE,MONA,MONA01,51,0,313,364
VIC,MONBULK,MONB,MONB01,3,0,318,321
QLD,MONA PARK,MONP,MONP01,0,0,15,15
QLD,MONTVILLE,MONV,MONV01,145,0,0,145
VIC,MOORABOOL,MOOB,MOOB01,119,0,0,119
VIC,MOOROODUC,MOOD,MOOD01,58,0,0,58
QLD,MOOLOOLABA,MOOH,MOOH01,5910,0,0,5910
QLD,MOOLOOLAH,MOOL,MOOL01,220,0,269,489
NSW,MOONEY MOONEY,MOON,MOON01,196,0,0,196
VIC,MOOROOPNA,MOOP,MOOP01,1484,0,611,2095
WA,MOORA,MORA,MORA01,141,0,0,141
VIC,MORIAC,MORI,MORI01,51,0,0,51
VIC,MOOROOLBARK,MORK,MORK01,479,0,5,484
VIC,MORNINGTON,MORN,MORN01,4546,0,296,4842
NSW,MORUYA,MORU,MORU01,300,0,299,599
SA,MONASH,MOSH,MOSH01,288,0,0,288
NSW,MOSMAN,MOSM,MOSM01,324,0,2213,2537
NSW,MOSSY POINT,MOSP,MOSP01,343,0,0,343
QLD,MOSSMAN,MOSS,MOSS01,83,0,0,83
QLD,MOTHAR MOUNTAIN,MOTH,MOTH01,0,88,0,88
QLD,MOURA,MOUR,MOUR01,248,0,0,248
WA,MORAWA,MOWA,MOWA01,250,0,0,250
VIC,MOYHU,MOYU,MOYU01,0,109,0,109
SA,MYPOLONGA,MPGA,MPGA01,156,0,0,156
NSW,MARPLE,MPLE,MPLE01,0,0,0,0
QLD,MURPHYS CREEK,MPYC,MPYC01,0,0,0,0
QLD,MERRIMAC,MRAC,MRAC01,385,0,2147,2532
SA,MACGILLIVRAY,MRAY,MRAY01,0,0,0,0
QLD,MARBURG,MRBG,MRBG01,14,0,0,14
NSW,MOOR CREEK,MRCK,MRCK01,246,0,0,246
VIC,MERNDA,MRDA,MRDA01,622,0,0,622
NSW,MURRURUNDI,MRDI,MRDI01,0,20,47,67
QLD,MARSDEN,MRDN,MRDN01,188,0,0,188
NSW,MOREE,MREE,MREE01,43,0,0,43
QLD,MORAYFIELD,MRFD,MRFD01,273,0,0,273
SA,MORGAN,MRGN,MRGN01,0,0,0,0
WA,MARGARET RIVER,MRGR,MRGR01,393,0,300,693
NSW,MOORLAND,MRLD,MRLD01,0,84,0,84
NSW,MARLEE,MRLE,MRLE01,0,42,0,42
NSW,MARULAN,MRLN,MRLN01,119,0,0,119
VIC,MORTLAKE,MRLT,MRLT01,181,0,0,181
QLD,MIRANI,MRNI,MRNI01,450,0,0,450
VIC,MERINO,MRNO,MRNO01,118,0,0,118
VIC,MERRICKS NORTH,MRRN,MRRN01,129,0,0,129
NSW,MORISSET,MRSE,MRSE01,1717,0,749,2466
VIC,MINERS REST,MRST,MRST01,44,0,0,44
NSW,MAROOTA,MRTA,MRTA01,0,51,0,51
NSW,MAROOTA SOUTH,MRTS,MRTS01,127,0,0,127
QLD,MORVEN,MRVN,MRVN01,0,59,0,59
NSW,MERRIWA,MRWA,MRWA01,249,0,0,249
NSW,MARAYLYA,MRYA,MRYA01,224,0,0,224
WA,MEADOW SPRINGS,MSPS,MSPS01,630,0,526,1156
VIC,MILDURA SOUTH,MILD,MSRC01,102,0,43,145
NSW,MOSS VALE,MSVE,MSVE01,1329,0,521,1850
QLD,MOUNT ALFORD,MTAL,MTAL01,133,0,0,133
QLD,MOUNT ARCHER,MTAR,MTAR01,110,0,0,110
QLD,MOUNT ABBOT,MTAT,MTAT01,140,0,0,140
SA,MOUNT BARKER,MTBK,MTBK01,1320,0,765,2085
VIC,MOUNT BULLER,MTBL,MTBL01,133,0,0,133
SA,MOUNT BURR,MTBR,MTBR01,117,0,0,117
VIC,MOUNT BEAUTY,MTBY,MTBY01,74,0,0,74
