STATE,SITE_NAME,ESA_CODE,MDF_CODE,ISAM_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_20MBPS,ADDNL_AVAIL_PRTS_MAX_8MBPS,TOTAL_AVAIL_PRTS
QLD,ACACIA RIDGE,AARE,AARE01,1580,0,0,1580
SA,BROOKLYN PARK,AASS,AASS01,166,0,274,440
VIC,APOLLO BAY,ABAY,ABAY01,204,121,0,325
NSW,AVOCA BEACH,ABCH,ABCH01,1216,283,811,2310
QLD,ALBANY CREEK,ABCK,ABCK01,344,0,0,344
NSW,ABERDEEN,ABDN,ABDN01,298,0,0,298
NSW,ABERMAIN,ABMN,ABMN01,70,1,0,71
QLD,ALBION,ABON,ABON01,1,0,407,408
QLD,ASCOT,ACOT,ACOT01,360,0,0,360
NSW,ADAMINABY,ADAM,ADAM01,334,0,0,334
NSW,ARMIDALE,ADLE,ADLE01,299,0,0,299
NSW,ADELONG,ADLG,ADLG01,195,0,0,195
NT,ADELAIDE RIVER,AERR,AERC01,0,0,6,6
VIC,ARCHIES CREEK,AESK,AESK01,277,0,0,277
SA,ANGLE VALE,AEVE,AEVE01,161,0,0,161
QLD,ABERGOWRIE,AGOW,AGOW01,0,28,0,28
QLD,ASHGROVE,AGVE,AGVE01,47,0,0,47
QLD,AGNES WATER,AGWS,AGWS01,158,0,0,158
NT,PLENTY AMPILATWATJA,PLNY,AIJE01,72,0,0,72
QLD,AIRLIE BEACH,AIRL,AIRL01,639,0,845,1484
QLD,AIRVILLE,AIRV,AIRV01,0,0,0,0
VIC,ANAKIE,AKIE,AKIE01,220,0,0,220
NSW,ALBURY,ALBY,ALBY01,2530,0,1479,4009
NT,DAVENPORT - ALI CURUNG,DAVE,ALCG01,94,0,0,94
QLD,ALICE RIVER,ALCR,ALCR01,283,0,291,574
SA,ALDINGA,ALDA,ALDA01,45,0,0,45
VIC,AIREYS INLET,ALET,ALET01,51,0,0,51
VIC,APSLEY,ALEY,ALEY01,168,0,0,168
VIC,ALFREDTON,ALFN,ALFN01,310,0,307,617
QLD,ALLIGATOR CREEK,ALGR,ALGR01,289,0,0,289
QLD,ALLINGHAM,ALHM,ALHM01,0,272,0,272
QLD,ALLORA,ALLO,ALLO01,104,0,0,104
VIC,ALLANSFORD,ALND,ALND01,219,0,0,219
WA,ALBANY NORTH,ALNY,ALNO01,24,0,42,66
WA,ALBANY,ALNY,ALNY01,1086,0,179,1265
QLD,ALPHA,ALPH,ALPH01,62,0,0,62
NSW,ALBION PARK,ALPK,ALPK01,3768,0,0,3768
NT,ALICE SPRINGS,ALSS,ALSS01,2885,0,5,2890
NSW,ALSTONVILLE,ALST,ALST01,1,0,666,667
VIC,ALTONA,ALTA,ALTA01,6,0,205,211
QLD,ALTON DOWNS,ALTO,ALTO01,147,0,0,147
QLD,ALEXANDRA HILLS,ALXH,ALXH01,682,0,4,686
QLD,AMAMOOR,AMAM,AMAM01,197,0,0,197
NT,PETERMANN AMATA,PETN,AMAO01,26,0,0,26
QLD,AMBERLEY,AMBE,AMBE01,3,0,0,3
WA,AMBERGATE,AMGT,AMGT01,0,0,0,0
QLD,AMITY POINT,AMIT,AMIT01,42,0,0,42
SA,AMERICAN RIVER,AMRV,AMRV01,0,112,0,112
NSW,ANEMBO,ANBO,ANBO01,0,0,0,0
VIC,AVENEL,ANEL,ANEL01,0,0,0,0
SA,ANGASTON,ANGN,ANGN01,369,0,0,369
NSW,ANNA BAY,ANNA,ANNA01,542,0,0,542
QLD,GULLIVER ANNANDALE OP MDF,GULL,ANXL01,151,0,0,151
VIC,ARDMONA,AONA,AONA01,303,0,0,303
QLD,ASPLEY,APLY,APLY01,1185,0,0,1185
NSW,APPIN EXCHANGE,APPN,APPN01,229,235,0,464
WA,APPLECROSS,APPX,APPX01,313,0,0,313
NSW,ARALUEN,ARAL,ARAL01,61,0,0,61
QLD,ARAMAC,ARAM,ARAM01,0,0,0,0
VIC,ARARAT,ARAT,ARAT01,233,0,328,561
VIC,ARTHURS CREEK,ARCK,ARCK01,119,0,0,119
NSW,ARDING,ARDG,ARDG01,0,0,0,0
NSW,ARNDELL PARK,BLAC,ARDK01,668,0,0,668
NSW,ARDLETHAN,ARDL,ARDL01,0,42,49,91
SA,ARDROSSAN,ARDN,ARDN01,289,27,0,316
WA,ARMADALE,ARMD,ARMD01,1502,0,2159,3661
NSW,ARIAH PARK,ARPK,ARPK01,0,68,0,68
NSW,ARUMPO,ARPO,ARPO01,0,0,23,23
QLD,ARUNDEL,ARUN,ARUN01,71,0,16,87
QLD,ASCOT FACTORY,ASCO,ASCO01,0,0,0,0
VIC,ASCOT,ASCT,ASCT01,2,0,1940,1942
VIC,ANGLESEA,ASEA,ASEA01,247,252,481,980
NSW,ASHFORD,ASHD,ASHD01,334,0,0,334
NSW,ASHFIELD,ASHF,ASHF01,698,0,0,698
QLD,ASHMORE,ASHM,ASHM01,1608,0,0,1608
NSW,ASHLEY,ASLY,ASLY01,0,14,0,14
WA,ASCOT,ASOT,ASOT01,471,0,1,472
NT,YULARA AYERS ROCK,YULA,ASRK01,56,0,0,56
QLD,ATHERTON,ATHE,ATHE01,2059,0,0,2059
QLD,ARATULA,ATLA,ATLA01,111,0,0,111
WA,ASCOT PIA EXCHANGE,ASOT,ATQK01,167,0,0,167
WA,ATTADALE,ATTA,ATTA01,654,0,355,1009
NSW,ATTUNGA,ATUN,ATUN01,0,0,0,0
SA,AUBURN,AUBN,AUBN01,263,0,0,263
QLD,AUGATHELLA,AUGA,AUGA01,115,0,0,115
WA,AUGUSTA,AUGU,AUGU01,0,170,59,229
NT,PLENTY ALPARRA,PLNY,AUJE01,82,0,0,82
QLD,AURUKUN,AURN,AURN01,90,0,0,90
WA,AUSTRALIND,AUSD,AUSD01,1181,0,0,1181
NSW,AUSTRAL,AUST,AUST01,343,0,10,353
NSW,AVALON BEACH,AVAL,AVAL01,1762,72,2240,4074
TAS,AVOCA,AVCA,AVCA01,0,23,0,23
VIC,ALVIE,AVIE,AVIE01,0,71,0,71
VIC,AVOCA,AVOA,AVOA01,28,0,0,28
QLD,AVOCA,AVOC,AVOC01,237,0,26,263
VIC,ALEXANDRA,AXDA,AXDA01,126,0,0,126
VIC,AXEDALE,AXEE,AXEE01,292,0,0,292
VIC,AXE CREEK,AXEK,AXEK01,137,0,0,137
NT,ALYANGULA,AYLB,AYLB01,103,0,0,103
QLD,AYR,AYRR,AYRR01,1768,0,0,1768
TAS,BAGDAD,BAAD,BAAD01,190,0,0,190
NSW,BARRABA,BABA,BABA01,217,0,0,217
QLD,BABINDA,BABI,BABI01,206,0,0,206
VIC,BACCHUS MARSH,BACC,BACC01,0,0,0,0
VIC,BARANDUDA,BADA,BADA01,284,0,0,284
TAS,BADEN,BAEN,BAEN01,128,0,0,128
QLD,BAFFLE CREEK,BAFF,BAFF01,185,0,0,185
NSW,BAROOGA,BAGA,BAGA01,49,0,0,49
VIC,BAIRNSDALE,BAIR,BAIR01,438,0,765,1203
QLD,BAJOOL,BAJO,BAJO01,154,0,0,154
NSW,BANKSTOWN AIRPORT,BANK,BAKA01,188,0,0,188
NSW,BALLALABA,BALA,BALA01,0,0,0,0
VIC,BALACLAVA,BALC,BALC01,2,0,141,143
WA,BALDIVIS,BALD,BALD01,245,0,123,368
NSW,BALGOWLAH,BALG,BALG01,906,0,0,906
NSW,BALMAIN,BALM,BALM01,1230,0,0,1230
VIC,BALLAN,BALN,BALN01,117,0,0,117
VIC,BALMORAL,BALO,BALO01,0,0,0,0
WA,BALINGUP,BALP,BALP01,310,0,0,310
VIC,BAMAWM,BAMA,BAMA01,112,0,0,112
NSW,BANGALOW,BANG,BANG01,84,0,0,84
NSW,BANKSTOWN,BANK,BANK01,481,0,0,481
TAS,BARRINGTON,BAON,BAON01,140,0,0,140
QLD,BRISBANE AIRPORT,BAPT,BAPT01,0,74,153,227
QLD,BARCALDINE,BARC,BARC01,160,0,0,160
QLD,BARGARA,BARG,BARG01,0,0,286,286
VIC,BARMAH,BARM,BARM01,146,0,0,146
VIC,BARONGAROOK,BARO,BARO01,0,0,0,0
VIC,BASS,BASS,BASS01,134,0,0,134
WA,BATEMAN,BATA,BATA01,1139,0,0,1139
NSW,BATEMANS BAY,BATE,BATE01,559,59,458,1076
NSW,BATHURST,BATH,BATH01,1420,0,775,2195
NSW,BATLOW,BATL,BATL01,11,0,0,11
VIC,BATMAN,BATM,BATM01,371,0,371,742
NSW,BAULKHAM HILLS,BAUL,BAUL01,64,0,0,64
VIC,BAYSWATER NORTH,BAWN,BAWN01,111,0,0,111
VIC,BAW BAW,BAWW,BAWW01,0,0,20,20
VIC,BAXTER,BAXR,BAXR01,35,0,843,878
VIC,BAYLES,BAYL,BAYL01,212,0,0,212
VIC,BAYSWATER,BAYR,BAYR01,1095,0,0,1095
WA,BURNS BEACH,BBCH,BBCH01,15,0,182,197
QLD,BUNDABERG,BBEG,BBEG01,5039,0,2693,7732
QLD,BELLS BRIDGE,BBGE,BBGE01,297,0,0,297
WA,BULLSBROOK EAST,BBKE,BBKE01,114,0,0,114
NSW,BELBORA,BBOR,BBOR01,0,0,0,0
NSW,BUNDABURRAH,BBRH,BBRH01,0,0,0,0
VIC,BANNOCKBURN,BBRN,BBRN01,784,0,0,784
WA,BUNBURY,BBRY,BBRY01,1782,0,1047,2829
NSW,BILBUL,BBUL,BBUL01,139,0,0,139
WA,BECHER,BCHE,BCHE01,2,0,0,2
NSW,BURCHER,BCHR,BCHR01,0,0,0,0
WA,BEECHBORO,BCHS,BCHS01,919,0,0,919
QLD,BUNDAMBA,BDBA,BDBA01,597,0,400,997
NSW,BERRIDALE,BDLE,BDLE01,225,0,0,225
NSW,BENDALONG,BDLG,BDLG01,127,0,0,127
NSW,BARADINE,BDNE,BDNE01,0,0,0,0
NSW,BUNDARRA,BDRA,BDRA01,142,0,0,142
NSW,BALLADORAN,BDRN,BDRN01,0,0,0,0
QLD,BEAUDESERT,BDST,BDST01,1091,0,69,1160
SA,BORDERTOWN,BDTN,BDTN01,511,0,0,511
SA,BIRDWOOD,BDWD,BDWD01,1,0,0,1
VIC,BROADMEADOWS,BDWS,BDWS01,3,0,553,556
VIC,BEEAC,BEAC,BEAC01,0,107,0,107
VIC,BEAUMARIS,BEAU,BEAU01,138,0,133,271
QLD,BENARABY,BEBY,BEBY01,185,0,0,185
NSW,BEECHWOOD,BECH,BECH01,0,182,0,182
VIC,BEACONSFIELD UPPER,BECU,BECU01,0,0,0,0
NSW,BEDGEREBONG,BEDG,BEDG01,0,0,0,0
VIC,BONNIE DOON,BEDN,BEDN01,145,0,0,145
QLD,GEORGINA,GINA,BEDP01,184,0,0,184
QLD,BEENLEIGH,BEEL,BEEL01,2,0,533,535
QLD,BEERBURRUM,BEEM,BEEM01,53,0,0,53
NSW,BEGA,BEGA,BEGA01,247,0,423,670
TAS,BEACONSFIELD,BELD,BELD01,404,0,0,404
NSW,BELFORD,BELF,BELF01,52,0,0,52
VIC,BELGRAVE,BELG,BELG01,131,0,0,131
QLD,BELLI,BELI,BELI01,81,0,0,81
VIC,BELMONT,BELM,BELM01,482,0,1951,2433
WA,ELLENBROOK OP MDF,ELBK,BELS01,3,0,113,116
NSW,BELMONT,BELT,BELT01,281,0,825,1106
NSW,BELUBULA,BELU,BELU01,0,0,0,0
NSW,BELLANGRY,BELY,BELY01,61,0,48,109
NSW,BERRIMA,BEMA,BEMA01,186,0,0,186
NSW,BEMBOKA,BEMB,BEMB01,148,0,0,148
VIC,BENA,BENA,BENA01,154,0,0,154
VIC,BENDIGO WILLIAMSON STREET,BEND,BENC01,2291,0,376,2667
VIC,BENDIGO SHORT STREET,BEND,BEND01,1233,0,2143,3376
NSW,BENI,BENI,BENI01,0,0,0,0
NSW,BENDEMEER,BENR,BENR01,165,0,0,165
VIC,BENTLEIGH,BENT,BENT01,18,0,0,18
SA,BERRI,BERI,BERI01,84,0,0,84
VIC,BERRYS CREEK,BERK,BERK01,139,0,0,139
NSW,BEROWRA,BERO,BERO01,554,0,0,554
NSW,BERMAGUI SOUTH,BERS,BERS01,101,0,0,101
NSW,BERRY,BERY,BERY01,91,0,0,91
VIC,BEULAH,BEUL,BEUL01,0,0,0,0
VIC,BEVERFORD,BEVD,BEVD01,118,0,0,118
TAS,BELLERIVE,BEVE,BEVE01,1417,0,359,1776
VIC,BERWICK,BEWK,BEWK01,1301,0,709,2010
NSW,BEXHILL,BEXL,BEXL01,191,0,0,191
VIC,BEAUFORT,BFOT,BFOT01,180,0,0,180
WA,ASCOT DA057 BELMONT FORUM,ASOT,BFPB01,359,17,52,428
NSW,BERRIGAN,BGAN,BGAN01,152,0,0,152
TAS,BINALONG BAY,BGBY,BGBY01,173,0,0,173
QLD,BUNGUNDARRA,BGDA,BGDA01,76,0,0,76
TAS,BRIGHTON,BGHN,BGHN01,644,0,0,644
VIC,BRIGHT,BGHT,BGHT01,0,0,161,161
VIC,BRIGHTON,BGON,BGON01,84,0,2070,2154
SA,BANGOR,BGOR,BGOR01,0,0,0,0
NSW,BUNGENDORE,BGRE,BGRE01,407,0,0,407
WA,BRIDGETOWN,BGTO,BGTO01,506,0,218,724
NSW,BARHAM,BHAM,BHAM01,79,0,0,79
QLD,BURNETT HEADS,BHDS,BHDS01,200,0,0,200
VIC,BETHANGA,BHGA,BHGA01,279,0,0,279
NSW,BRUSHGROVE,BHGE,BHGE01,135,0,0,135
QLD,BEACHMERE,BHME,BHME01,661,0,0,661
QLD,BEECHMONT,BHMT,BHMT01,149,0,0,149
SA,BEACHPORT,BHPT,BHPT01,111,0,0,111
NSW,BROCKLEHURST,BHST,BHST01,0,0,25,25
WA,CANNINGTON OP MDF BHUC 01,CANN,BHUC01,524,0,0,524
WA,BALDIVIS,BALD,BHVX01,238,0,0,238
QLD,BURLEIGH HDS BURL WATERS,BURL,BHWR01,0,0,264,264
QLD,BIDDADDABA,BIDD,BIDD01,0,13,0,13
QLD,BIGGENDEN,BIGN,BIGN01,238,0,0,238
NSW,BILAMBIL HEIGHTS,BILH,BILH01,62,0,192,254
QLD,BILOELA,BILO,BILO01,214,0,0,214
NSW,BINGARA,BINA,BINA01,67,0,0,67
WA,BINDOON,BIND,BIND01,78,0,0,78
TAS,BISHOPSBOURNE,BINE,BINE01,294,0,0,294
TAS,BICHENO,BINO,BINO01,100,0,0,100
VIC,BIRREGURRA,BIRA,BIRA01,101,0,0,101
VIC,BIRCHIP,BIRP,BIRP01,297,0,0,297
NSW,BERRILEE,BIRR,BIRR01,12,0,0,12
VIC,BOOKAR,BKAR,BKAR01,0,0,0,0
WA,BAKERS HILL,BKHL,BKHL01,176,0,0,176
NSW,BRUNSWICK HEADS,BKHS,BKHS01,0,0,184,184
QLD,BROOKFIELD,BKID,BKID01,779,0,280,1059
VIC,BROOKLYN,BKLN,BKLN01,754,0,334,1088
NSW,BLACK MOUNTAIN,BKMT,BKMT01,0,46,0,46
NSW,BERKSHIRE PARK,BKPK,BKPK01,606,0,0,606
NT,PETERMANN BLACKSTONE,PETN,BKSE01,0,0,0,0
SA,BALAKLAVA,BKVA,BKVA01,298,0,0,298
SA,BLACKWOOD,BKWD,BKWD01,1898,0,12,1910
NSW,BLACKTOWN,BLAC,BLAC01,271,0,0,271
VIC,BLACKWOOD,BLAD,BLAD01,20,0,0,20
NSW,BLAKEHURST,BLAK,BLAK01,912,0,0,912
VIC,BLAIRGOWRIE,BLAR,BLAR01,381,0,238,619
NSW,BELLATA,BLAT,BLAT01,0,0,0,0
NSW,BLAXLANDS RIDGE,BLAX,BLAX01,75,55,0,130
NSW,BLAYNEY,BLAY,BLAY01,284,0,0,284
QLD,BARALABA,BLBA,BLBA01,0,0,0,0
VIC,BLACKBURN,BLBN,BLBN01,34,0,37,71
QLD,BLACKBUTT,BLBT,BLBT01,84,0,191,275
NSW,BURRELL CREEK,BLCK,BLCK01,112,0,0,112
QLD,BLACKALL,BLCM,BLCM01,175,0,0,175
ACT,BELCONNEN,BLCN,BLCN01,342,0,346,688
WA,BALCATTA,BLCT,BLCT01,0,6,4,10
WA,BOULDER,BLDF,BLDF01,0,0,0,0
QLD,BALLANDEAN,BLDN,BLDN01,0,0,0,0
NSW,BELLINGEN,BLGN,BLGN01,30,0,299,329
QLD,BALD HILLS,BLHS,BLHS01,623,0,0,623
QLD,BLI BLI,BLIB,BLIB01,327,0,138,465
WA,BALLAJURA,BLJA,BLJA01,185,0,2692,2877
WA,BALLAJURA EAST,BLJA,BLJF01,0,0,322,322
NSW,BLACKHEATH,BLKH,BLKH01,1201,0,134,1335
QLD,BELL,BLLL,BLLL01,0,0,0,0
NSW,BALLINA,BLNA,BLNA01,616,0,1,617
SA,BALHANNAH,BLNH,BLNH01,229,185,265,679
NSW,BILPIN,BLPN,BLPN01,184,0,0,184
WA,BLUFF POINT,BLPT,BLPT01,761,0,0,761
VIC,BOOLARRA,BLRA,BLRA01,290,0,0,290
SA,BOOLEROO CENTRE,BLRC,BLRC01,301,0,0,301
NSW,BOOLAROO,BLRO,BLRO01,2228,0,433,2661
QLD,BLACKWATER,BLTR,BLTR01,986,0,7,993
QLD,BLUEWATER,BLUE,BLUE01,118,0,0,118
QLD,BLUFF,BLUF,BLUF01,102,0,0,102
NSW,BERKELEY VALE,BLVE,BLVE01,351,0,0,351
WA,BALDIVIS SETTLERS HILL,BALD,BLVR02,61,0,0,61
SA,BLYTH,BLYH,BLYH01,147,0,0,147
SA,BARMERA,BMAA,BMAA01,496,0,0,496
QLD,BAMAGA,BMAG,BMAG01,0,8,0,8
SA,BARMERA WEST,BMAW,BMAW01,297,0,0,297
QLD,BULIMBA,BMBA,BMBA01,2344,0,0,2344
NSW,BERAMBING,BMBG,BMBG01,224,0,0,224
WA,BROOME WEST,BRMK,BMEW01,0,0,0,0
NT,BERRIMAH MENDIS ROAD,BRMH,BMHT01,0,55,0,55
NSW,BARMEDMAN,BMMN,BMMN01,0,0,0,0
VIC,BUNBARTHA,BNBA,BNBA01,0,0,0,0
NSW,BONALBO,BNBO,BNBO01,0,89,0,89
QLD,BUNDALL,BNDL,BNDL01,4,0,473,477
VIC,BARWON DOWNS,BNDS,BNDS01,123,0,0,123
NSW,BUNGONIA,BNGA,BNGA01,128,0,0,128
VIC,BARWON HEADS,BNHD,BNHD01,854,0,198,1052
NSW,BROKEN HILL,BNHL,BNHL01,175,0,0,175
VIC,BENALLA,BNLA,BNLA01,0,0,0,0
NSW,BINALONG,BNLG,BNLG01,0,0,0,0
QLD,BRINSMEAD,BNMD,BNMD01,1358,0,364,1722
QLD,BROWNS PLAINS,BNPS,BNPS01,956,0,0,956
NSW,BORENORE,BNRE,BNRE01,311,0,0,311
VIC,BALNARRING,BNRG,BNRG01,465,0,201,666
QLD,BOONOOROO,BNRO,BNRO01,134,0,0,134
NSW,BARRINGTON,BNTN,BNTN01,0,54,0,54
NSW,BONVILLE,BNVL,BNVL01,0,248,118,366
VIC,BARNAWARTHA,BNWA,BNWA01,195,0,0,195
NSW,BINNAWAY,BNWY,BNWY01,0,41,0,41
QLD,BOULDERCOMBE,BOCO,BOCO01,0,221,0,221
NSW,BODALLA,BODA,BODA01,196,0,0,196
WA,BODDINGTON,BODD,BODD01,149,0,0,149
NSW,BOGGABILLA,BOGG,BOGG01,0,67,0,67
NSW,BOGGABRI,BOGI,BOGI01,163,0,0,163
QLD,BOHLE,BOHL,BOHL01,632,73,332,1037
VIC,BOISDALE,BOIS,BOIS01,0,121,0,121
VIC,BOLINDA,BOLD,BOLD01,0,16,0,16
TAS,BOTHWELL,BOLL,BOLL01,127,0,0,127
NSW,BOMBALA,BOMB,BOMB01,22,0,0,22
VIC,BORONIA,BONA,BONA01,119,0,0,119
NSW,BONDI,BOND,BOND01,199,0,2141,2340
QLD,BOONAH,BOON,BOON01,252,0,0,252
VIC,BOORT,BOOR,BOOR01,296,0,0,296
QLD,BORALLON,BORA,BORA01,194,0,0,194
QLD,BOREEN POINT,BORE,BORE01,0,165,0,165
NT,BORROLOOLA,BORO,BORO01,116,0,0,116
VIC,BOOSEY,BOSE,BOSE01,146,0,0,146
NSW,BOTANY,BOTA,BOTA01,597,0,0,597
QLD,BOULIA,BOUL,BOUL01,51,0,0,51
TAS,BOAT HARBOUR,BOUR,BOUR01,271,0,0,271
NSW,BOOROWA,BOWA,BOWA01,0,0,0,0
WA,BOW BRIDGE,BOWB,BOWB01,0,0,0,0
NSW,BOWRAL,BOWL,BOWL01,2404,0,0,2404
NSW,BOWRAVILLE,BOWV,BOWV01,0,0,0,0
VIC,BOX HILL,BOXL,BOXL01,66,0,0,66
WA,BOYANUP,BOYA,BOYA01,87,0,0,87
WA,BOYUP BROOK,BOYB,BOYB01,223,0,0,223
QLD,BOYNE ISLAND,BOYN,BOYN01,513,0,0,513
QLD,BRANDON,BRAN,BRAN01,0,371,0,371
VIC,BALLARAT,BRAT,BRAT01,1260,0,2609,3869
QLD,BRAMSTON BEACH,BRBH,BRBH01,0,0,0,0
NSW,BURRUMBUTTOCK,BRBK,BRBK01,0,89,0,89
NSW,BYROCK,CTBA,BRCK01,0,0,0,0
NSW,BREDBO,BRED,BRED01,0,0,0,0
TAS,BRIDGEWATER,BRER,BRER01,1038,0,0,1038
NSW,BREWONGLE,BREW,BREW01,0,0,0,0
NSW,BARGO,BRGO,BRGO01,580,254,472,1306
NSW,BRINGELLY,BRGY,BRGY01,235,0,0,235
VIC,BRIAGOLONG,BRIA,BRIA01,228,0,0,228
VIC,BRIDGEWATER,BRID,BRID01,109,0,0,109
QLD,BRIBIE ISLAND,BRIL,BRIL01,1402,0,0,1402
SA,BRIGHTON,BRIH,BRIN01,321,0,0,321
WA,BRUNSWICK JUNCTION,BRJN,BRJN01,122,0,0,122
NSW,BOURKE,BRKE,BRKE01,94,0,0,94
WA,BROOKTON,BRKT,BRKT01,0,0,0,0
NSW,BALRANALD,BRLD,BRLD01,0,0,0,0
TAS,BRANXHOLM,BRLM,BRLM01,135,0,0,135
NSW,BARELLAN,BRLN,BRLN01,0,0,0,0
NT,BERRIMAH,BRMH,BRMH01,552,176,0,728
WA,BROOME,BRMK,BRMK01,5,0,266,271
WA,BREMER BAY,BRMY,BRMY01,0,113,0,113
NSW,BREWARRINA,BRNA,BRNA01,0,0,0,0
VIC,BROADFORD,BROA,BROA01,122,0,5,127
NSW,BROCKLESBY,BROC,BROC01,167,0,0,167
NSW,BROKE,BROK,BROK01,79,0,0,79
NSW,BROOKLYN,BROO,BROO01,153,0,0,153
NSW,BANORA POINT,BRPT,BRPT01,2605,0,388,2993
WA,BRUCE ROCK,BRRK,BRRK01,212,0,0,212
QLD,BOROREN,BRRN,BRRN01,0,86,0,86
TAS,BRIDPORT,BRRT,BRRT01,152,0,0,152
QLD,BRASSALL,BRSL,BRSL01,609,0,0,609
ACT,BARTON EXCHANGE,BRTN,BRTN01,295,0,578,873
VIC,BRUNSWICK,BRUK,BRUK01,181,0,0,181
VIC,BRUTHEN,BRUT,BRUT01,48,0,0,48
NSW,BRAIDWOOD,BRWD,BRWD01,83,0,0,83
NSW,BURRAWANG,BRWG,BRWG01,149,0,0,149
QLD,BEERWAH,BRWH,BRWH01,0,0,0,0
NSW,BRANXTON,BRXN,BRXN01,380,0,0,380
QLD,BANKSIA BEACH,BSBH,BSBH01,1103,829,355,2287
WA,BASSENDEAN,BSDN,BSDN01,1341,0,2116,3457
NSW,BROOMS HEAD,BSHD,BSHD01,117,0,0,117
NT,DARWIN WOOLNER ROAD,DRWN,BSHT01,1099,0,0,1099
NT,BERRIMAH COONAWARRA ROAD,BRMH,BSNT01,299,0,0,299
NSW,BETHUNGRA,BTGA,BTGA01,88,0,0,88
NT,BATCHELOR,BTLR,BTLR01,93,0,0,93
VIC,BANNERTON,BTON,BTON01,0,0,0,0
TAS,BATHURST,BTST,BTST01,1029,67,2695,3791
SA,BRENTWOOD,BTWD,BTWD01,0,0,0,0
NSW,BURNT YARDS,BTYD,BTYD01,0,0,0,0
QLD,BUCASIA,BUCA,BUCA01,646,0,230,876
QLD,BUDERIM,BUDE,BUDE01,2725,0,734,3459
NSW,BURRA CREEK,BUEK,BUEK01,0,0,0,0
VIC,BULLEEN,BUEN,BUEN01,181,0,663,844
TAS,BURNIE,BUIE,BUIE01,2344,657,0,3001
NSW,BULAHDELAH,BULA,BULA01,229,0,0,229
QLD,BULLYARD,BULD,BULD01,0,0,0,0
VIC,BULLENGAROOK,BULE,BULE01,192,0,0,192
NSW,BULGA,BULG,BULG01,0,104,0,104
VIC,BULLA,BULL,BULL01,64,0,0,64
VIC,BULLARTO,BULS,BULS01,119,0,0,119
VIC,BUNDOORA,BUNA,BUNA01,0,0,1,1
NSW,BUNDANOON,BUND,BUND01,506,0,369,875
VIC,BUNINYONG,BUNI,BUNI01,661,0,0,661
VIC,BUNYIP,BUNY,BUNY01,165,0,0,165
NSW,BUFF POINT,BUPT,BUPT01,2345,0,822,3167
SA,BURRA,BURA,BURA01,236,0,0,236
NSW,BURWOOD,BURD,BURD01,253,0,0,253
WA,BUREKUP,BURE,BURE01,301,0,0,301
QLD,BURKETOWN,BURK,BURK01,89,0,0,89
QLD,BURLEIGH HEADS,BURL,BURL01,392,0,2156,2548
QLD,BURRUM HEADS,BURM,BURM01,31,0,0,31
VIC,BURWOOD,BURW,BURW01,195,0,1,196
WA,BUSSELTON,BUSS,BUSS01,1517,0,503,2020
WA,BUSSELTON WEST,BUSS,BUSW01,360,0,0,360
QLD,BUTCHERS CREEK,BUTC,BUTC01,143,0,0,143
SA,BUTE,BUTE,BUTE01,153,0,0,153
WA,BEVERLEY,BVLY,BVLY01,234,0,0,234
QLD,BOWEN,BWEN,BWEN01,1026,0,344,1370
WA,BULWER,BWER,BWER01,346,0,197,543
NSW,BUNGWAHL,BWHL,BWHL01,269,0,0,269
VIC,BERWICK SOUTH,BWKS,BWKS01,2750,0,1,2751
NSW,BAWLEY POINT,BWLY,BWLY01,115,0,0,115
NSW,BOWNING,BWNG,BWNG01,0,115,0,115
VIC,BEECHWORTH,BWTH,BWTH01,36,0,0,36
NSW,BROADWATER,BWTR,BWTR01,186,0,0,186
NSW,BYABARRA,BYBA,BYBA01,0,0,0,0
NSW,BYRON BAY,BYBY,BYBY01,1,0,1,2
WA,BYFORD OLD BLD,BYFD,BYFD01,916,164,29,1109
NT,ROPER RIVER BARUNGA,ROPR,BYLI01,96,0,0,96
NT,BERRY SPRINGS,BYSP,BYSP01,0,0,0,0
NSW,BRAYTON,BYTN,BYTN01,0,0,18,18
VIC,BEAZLEYS BRIDGE,BZLY,BZLY01,0,0,0,0
QLD,CABARLAH,CABA,CABA01,157,0,0,157
QLD,CABOOLTURE,CABO,CABO01,4080,0,25,4105
VIC,CARRUM DOWNS,CADO,CADO01,74,0,96,170
NSW,CALGA,CAGA,CAGA01,0,16,0,16
TAS,CAMBRIDGE,CAGE,CAGE01,440,0,0,440
TAS,CAMPANIA,CAIA,CAIA01,0,0,0,0
NSW,CALLALA BAY,CALA,CALA01,693,0,0,693
QLD,CALIFORNIA CREEK,CALC,CALC01,261,0,191,452
NSW,CANOELANDS,CALD,CALD01,121,0,0,121
QLD,CALEN,CALE,CALE01,344,0,0,344
QLD,CALOUNDRA,CALO,CALO01,6,0,0,6
QLD,CALLIOPE,CALP,CALP01,206,0,0,206
QLD,CAMBOOYA,CAMA,CAMA01,0,192,0,192
WA,CARMEL,CAML,CAML01,47,0,0,47
QLD,CAMOOWEAL,CAMO,CAMO01,0,0,0,0
NSW,CAMPSIE,CAMP,CAMP01,0,0,459,459
NSW,CAMBEWARRA,CAMW,CAMW01,353,0,0,353
NSW,CANDELO,CAND,CAND01,264,0,0,264
VIC,COLERAINE,CANE,CANE01,236,0,0,236
NSW,CANYONLEIGH,CANL,CANL01,0,125,0,125
